node1,node2,relation
51320,8065,interacts
CID000003333,CID000004170,C0004238
4295,2829,interacts
5432,22826,interacts
6278,672,interacts
CID000003345,CID000003958,C1260880
6865,2149,interacts
85021,3987,interacts
CID000005656,CID000032797,C0037284
CID000002162,CID000004674,C0037763
51804,3725,interacts
CID000002764,CID000005538,C0005779
CID000002656,CID000004583,C0013404
CID000003899,CID000054688,C0428977
CID000002250,CID000003516,C0085096
CID000004594,CID000176870,C0034069
CID000002756,CID000003161,C0007787
CID000004893,CID000150311,C0027051
CID000004112,CID005311048,C0019151
CID000005038,CID000005523,C0031154
2158,1361,interacts
CID000002786,CID000004052,C0030554
CID000003075,CID000003158,C0038358
CID000002650,CID000003405,C0003862
CID000003640,CID000068740,C0003850
29926,10020,interacts
CID000003348,CID000003961,C0151798
94025,6484,interacts
CID000004679,CID000054374,C0032300
CID000003062,CID000005719,C0036572
CID000004236,CID000005523,C0033953
CID000000271,CID000003062,C0497156
CID000002907,CID000077999,C0004238
7874,4914,interacts
CID000004583,CID005281104,C0003123
CID000003690,CID000004595,C0003962
CID000003157,CID000003333,C0017181
348180,4610,interacts
CID000005291,CID000041781,C0009806
64221,23281,interacts
CID000003929,CID000004594,C0027947
CID000002162,CID000002187,C0015672
CID000002891,CID000003883,C0518988
CID000003062,CID000004829,C0030583
CID000003367,CID000004171,C0010200
CID000002764,CID000005064,C0085649
84288,728378,interacts
CID000002088,CID000004894,C0013295
3640,5745,interacts
5985,5981,interacts
51069,10240,interacts
CID000003121,CID000054841,C0020676
CID000004679,CID000150310,C0013182
22989,4604,interacts
CID000002806,CID000003676,C0037672
CID000003652,CID000005203,C0003708
CID000002895,CID000083786,C0013473
63898,374355,interacts
CID000003032,CID000005203,C0035455
CID000002487,CID000003652,C0017168
CID000002153,CID000005391,C0231218
CID000004885,CID000005472,C0085605
CID000005203,CID000005656,C0549567
CID000003883,CID000005155,C0017181
CID000004171,CID000004264,C0039231
CID000003062,CID000003746,C0014742
CID000003040,CID000003883,C0442874
CID000000444,CID000002187,C0004604
CID000003222,CID000003419,C0022893
CID000003158,CID000003405,C0003811
CID000004170,CID000005203,C0005779
CID000003746,CID000003890,C0027404
CID000002171,CID000004091,C0004096
CID000004091,CID000004205,C0013595
CID000005038,CID000005358,C0149931
CID000004253,CID000054841,C0012833
CID000004927,CID000005035,C0041582
CID000002088,CID000004946,C0040136
CID000003255,CID000003672,C0011991
CID000004168,CID000062924,C0917801
CID000002171,CID000003255,C0027822
146845,3303,interacts
CID000001983,CID000003143,C0008350
CID000003043,CID000148192,C0030554
CID000005719,CID006398525,C0231528
CID000003958,CID000054454,C0242528
CID000002083,CID000005376,C0042963
CID000003516,CID000004107,C1527344
51362,79023,interacts
CID000002284,CID000004946,C0152128
CID000003032,CID000003937,C0008350
CID000003672,CID000003937,C0010055
10971,7533,interacts
CID000002249,CID000003702,C0015672
CID000003348,CID000005358,C0028084
CID000000853,CID000005376,C0037763
CID000003962,CID000004112,C0042029
CID000000581,CID000000838,C0243026
CID000002806,CID000004856,C0032300
CID000003958,CID000005512,C0040259
CID000003642,CID000005402,C0013404
CID000002891,CID000005645,C0022658
CID000002284,CID000003440,C0020538
CID000005090,CID000005426,C0040460
CID000002160,CID000003478,C1456784
10136,1358,interacts
CID000004052,CID000004856,C0028754
CID000003075,CID000004599,C0042963
CID000002895,CID000150311,C0039070
CID000005650,CID000083786,C0023467
CID000000772,CID000002550,C0001824
CID000002118,CID000003478,C0032776
CID000000450,CID000003325,C0010200
51293,345,interacts
197131,146330,interacts
CID000004091,CID000005253,C0024236
CID000003365,CID000125889,C0162323
2922,5332,interacts
CID000003780,CID000039765,C0428977
CID000002173,CID000003062,C0020615
CID000003676,CID000003715,C0151827
230,1017,interacts
CID000003826,CID000003961,C0001418
CID000003333,CID000004510,C0151744
CID000002764,CID000005401,C0024117
CID000003869,CID000005005,C0027339
CID000003379,CID000005039,C0011991
9743,10492,interacts
CID000002764,CID000010631,C0017181
22999,2572,interacts
CID000000598,CID000003559,C0025289
CID000002477,CID000004112,C0007286
CID000002802,CID000005647,C0037284
9736,7761,interacts
CID000004679,CID000005035,C1260880
CID000000444,CID000003325,C0038999
CID000002678,CID000003075,C0006849
5095,7334,interacts
CID000000581,CID000004894,C0152025
3066,5604,interacts
CID000004543,CID000005544,C0015672
CID000002656,CID000004927,C0232492
CID000004946,CID000119607,C0041956
CID000002118,CID000004058,C0080274
CID000003640,CID000003749,C0015230
51649,26354,interacts
CID000003386,CID000110634,C0042963
CID000005391,CID000005732,C0042571
CID000002656,CID000003325,C0001818
CID000005203,CID000091270,C0022661
CID000004499,CID000005090,C0030196
10000,3327,interacts
CID000002650,CID000003746,C0085605
85026,100036519,interacts
CID000004173,CID005311297,C0020458
CID000002471,CID000002662,C0022658
CID000005090,CID000443871,C0522055
3738,8514,interacts
CID000004107,CID006398525,C0036572
5911,8153,interacts
CID000004911,CID000005650,C0003811
CID000004170,CID000005038,C0575081
CID000000596,CID000000772,C0018991
5015,23390,interacts
3593,4283,interacts
CID000002520,CID000003957,C0700594
CID000003365,CID000154059,C0013144
10919,8290,interacts
CID000003157,CID000054688,C0018802
8503,5294,interacts
3433,24138,interacts
CID000004595,CID000060184,C0442874
CID000003405,CID000003449,C0024117
CID000004917,CID000005426,C0012833
CID000003767,CID000003958,C0027404
CID000003648,CID000003902,C0038395
5076,5979,interacts
CID000002576,CID000005487,C0020651
CID000002478,CID000005645,C0019080
CID000003062,CID000003746,C0038450
CID000000937,CID000002678,C0017565
CID000003446,CID000005466,C0019158
10606,3615,interacts
CID000000444,CID000002786,C0033953
CID000000937,CID000004635,C0151825
CID000003003,CID000003075,C0085605
CID000005064,CID000005073,C0020621
CID000002786,CID000003488,C0011615
CID000000444,CID000004510,C0043094
CID000005040,CID000064147,C0018802
CID000003405,CID000005352,C0030486
CID000003899,CID000004052,C0036983
5431,6873,interacts
CID000003365,CID000005152,C0001122
CID000000444,CID000002576,C0270629
CID000002771,CID000004236,C0085593
151,186,interacts
CID000003345,CID000197712,C0034063
CID000003419,CID000005002,C0220983
CID000003148,CID000005656,C0024299
CID000002088,CID000034312,C0004601
CID000003032,CID005353980,C0497156
CID000002153,CID000003672,C0032300
CID000004236,CID000004510,C0398353
CID000002617,CID000004594,C0022346
CID000004173,CID000004594,C0042963
8237,4091,interacts
CID000001983,CID000003516,C0043117
CID000003937,CID000005656,C0002878
CID000004112,CID000004679,C0014724
CID000002656,CID000003062,C0262431
CID000003161,CID000004829,C0018802
CID000002118,CID000003386,C0007785
CID000003042,CID000004034,C0030196
CID000002160,CID000002477,C0020458
CID000003305,CID000005039,C0878544
CID000004873,CID005282044,C0149520
CID000002520,CID000005078,C0032285
CID000004205,CID000004509,C0009938
CID000004259,CID003002190,C0243026
CID000003715,CID000068740,C0029443
CID000002118,CID000003672,C0028738
CID000054688,CID000068740,C0442874
CID000002471,CID000005544,C0004095
CID000005732,CID000019090,C0270629
CID000002160,CID000667490,C0024103
CID000003405,CID000005544,C0018681
CID000004736,CID000005038,C0019079
CID000002162,CID000004595,C0042963
6349,1238,interacts
CID000003676,CID000027661,C0020542
50865,53829,interacts
CID000003446,CID000003911,C0011334
CID000003161,CID000060164,C0000737
5146,9211,interacts
CID000003419,CID000005523,C0014009
CID000000581,CID000000772,C0023518
CID000000853,CID000110635,C0027719
CID000004509,CID000005095,C0020615
CID000000772,CID000027686,C0231218
CID000001046,CID000002249,C0034063
CID000003062,CID000091270,C0003862
9113,1263,interacts
CID000004873,CID000028112,C0009938
CID000002650,CID000014888,C0009938
CID000003658,CID000150311,C0011609
CID000004679,CID000004873,C0029927
CID000002802,CID000004943,C0022346
24144,10915,interacts
495,1557,interacts
CID000002462,CID000060147,C0004238
CID000003958,CID000150311,C0149521
CID000005090,CID000005095,C0043096
CID000004543,CID000004691,C0149514
55755,54806,interacts
CID000001065,CID000005487,C0007784
CID000005073,CID000005523,C0344232
CID000002250,CID000002802,C0030193
CID000003652,CID000003899,C0030252
CID000004900,CID000005391,C0149514
6642,29079,interacts
CID000002806,CID000003958,C0030193
CID000004873,CID000123620,C0043096
CID000003385,CID000004691,C0038663
CID000003488,CID000005372,C0029456
CID000003640,CID000003911,C1384666
CID000003419,CID000005732,C1510472
CID000001690,CID000002771,C0041912
CID000004889,CID000508230,C0034186
3350,22954,interacts
CID000003957,CID000005152,C0042485
CID000002955,CID000060835,C0024586
CID000004889,CID000005472,C0020473
CID000002284,CID000002576,C0159877
84708,5630,interacts
3273,5328,interacts
CID000054454,CID000148211,C0030446
CID000005731,CID000060831,C0041834
CID000003676,CID000004411,C0020458
CID000004946,1269,targets
CID000002477,CID000004873,C0028081
CID000004674,CID000005478,C0004623
CID000002576,CID000003937,C0027531
CID000002554,CID000004900,C0041912
4609,1029,interacts
CID000002022,CID000002891,C0022660
CID000002726,CID000004927,C0023895
CID000003143,CID000151165,C0013404
CID000000853,CID000059708,C0005747
CID000003937,CID000003957,C0009319
CID000003825,CID000004112,C0004626
CID000000444,CID000005002,C0038663
CID000003108,CID000008953,C0030196
CID000002764,CID000003414,C0014553
CID000002576,CID000003255,C0012833
CID000004034,CID000004253,C0151766
CID000002462,CID000003672,C0003615
CID000001983,CID000003488,C0008767
CID000002909,CID000003640,C0028738
CID000004054,CID000004168,C0017181
CID000005039,CID000005647,C0040997
CID000004168,CID000013342,C0040034
CID000002666,CID000003255,C0678222
CID000003121,CID000060795,C0008033
CID000003121,CID000003961,C0267112
887,5020,interacts
CID000002477,CID000005376,C0678222
CID000003255,CID000003823,C0262578
CID000003878,CID000003958,C0029882
339403,4986,interacts
CID000000772,CID000002405,C0026975
CID000034312,CID000150311,C0006325
CID000005651,CID003062316,C0031039
CID000001983,CID000003652,C0035078
CID000000942,CID000004900,C0750426
CID000002678,CID000003676,C0034063
CID000002732,CID000004171,C0018989
CID000000853,CID000003310,C0002871
CID000002520,CID000027661,C0085584
93663,284716,interacts
CID000002118,CID000005005,C0026858
CID000003715,CID000060184,C0013604
CID000002909,CID000003958,C0003962
CID000004666,CID000004674,C0005745
CID000003158,CID000003222,C0242362
CID000005732,CID000054374,C0033774
CID000000853,CID000004900,C0029400
CID000003365,CID000119607,C0013604
CID000000453,CID000005039,C0034155
CID000001983,CID000041774,C0018801
CID000004205,CID000005656,C0020565
CID000003152,CID000003386,C0008767
CID000004885,CID000005732,C1527344
CID000005544,CID000054454,C0027769
123745,1571,interacts
58538,10201,interacts
CID000004058,CID000004583,C0037011
CID000002249,CID000005514,C0015230
CID000004159,CID000005578,C0013384
1757,635,interacts
CID000004107,CID000004946,C0039070
CID000005064,CID000005152,C0442874
CID000004171,CID000005029,C0040213
CID000003154,CID000003350,C0151636
CID000000214,CID000005408,C0018944
CID000000772,CID000003878,C0007642
CID000003325,CID000005402,C0035078
3087,3767,interacts
CID000003003,CID000005496,C0042164
CID000002678,CID006398970,C0018188
1362,26258,interacts
5745,286410,interacts
CID000004091,CID000087177,C0497247
CID000004205,CID000005005,C0037763
CID000003890,CID000124087,C0038436
CID000001983,CID000003962,C0033036
4000,199953,interacts
CID000001302,CID000005090,C0025061
CID000002978,CID000003902,C0041834
CID000004510,CID000027991,C0018801
CID000005155,CID000005372,C0023890
CID000005002,CID000005523,C0002871
CID000002978,CID000004583,C0262385
5341,375,interacts
55070,8065,interacts
CID000060184,CID000060831,C0267596
189,9627,interacts
CID000004635,CID000004829,C0005747
CID000002771,CID000119607,C0011615
CID000000772,CID000003488,C0008325
6136,65109,interacts
CID000000853,CID000003066,C0030554
CID000005073,CID000005514,C0020676
4582,2932,interacts
CID000003510,CID000068740,C0027651
CID000002764,CID000004171,C0018924
800,801,interacts
1408,3836,interacts
CID000003440,CID000005533,C0392525
CID000004894,CID000104865,C0015230
CID000002171,CID000002520,C0151611
CID000004140,1241,targets
CID000060953,CID000104741,C0442874
902,6873,interacts
CID000003016,CID000004509,C0002103
CID000005376,CID000005512,C0262365
CID000002650,CID000003365,C0034150
CID000002973,CID000003937,C0024115
CID000002524,CID000003639,C0267566
CID000003154,CID000004679,C0002792
CID000002083,CID000010631,C0262397
CID000003750,CID000005234,C0027947
53938,84296,interacts
CID000002771,CID000034312,C0016204
CID000002764,CID000005073,C0014591
CID000002022,CID000002650,C0085682
CID000002022,CID000003823,C0008031
CID000003345,CID000003911,C0030196
CID000004666,CID005329102,C0030353
CID000002650,CID000003454,C0034150
CID000003672,CID000060831,C0178415
CID000002656,CID000003467,C0042514
CID000005090,CID000005538,C0518988
CID000003652,CID000003937,C0012691
CID000004052,CID005353980,C0080179
CID000003488,CID000003658,C0002994
28964,2047,interacts
CID000003652,CID000005732,C0025289
CID000000942,CID000060795,C0030196
CID000027661,CID000508230,C0030193
27434,836,interacts
CID000002955,CID000059708,C0242184
CID000002806,CID000004112,C0011168
CID000002585,CID000004052,C0000768
CID000002576,CID000003672,C0010200
CID000003446,CID003468412,C0040997
CID000002267,CID000130881,C0178282
CID000003161,CID000004409,C0018800
CID000005426,CID005281007,C0232492
CID000002269,CID000003958,C0017168
CID000003446,CID000004170,C0262431
CID000003255,CID000003823,C0398353
CID000005596,CID000060865,C0015230
CID000004595,CID000091270,C0042029
CID000003652,CID000004583,C0018681
CID000002311,CID005311297,C0595939
CID000003962,CID000005732,C0002940
CID000002520,CID000060147,C0018946
2057,59067,interacts
CID000003016,CID000004691,C0024902
CID000005005,CID000005402,C0007642
CID000003386,CID005311048,C0206062
CID000002088,CID000123620,C0013144
23451,1479,interacts
CID000003961,CID000005402,C0018800
CID000002162,CID000005650,C0011881
25949,57794,interacts
57048,117144,interacts
CID000003405,CID000003467,C0032300
CID000004583,CID000005372,C0206062
CID000004168,CID005381226,C0043144
CID000002656,CID000004894,C0014118
9641,79624,interacts
CID000000444,CID000004635,C0149801
CID000000772,CID000060184,C0012833
CID000003957,CID000150311,C0007785
1994,56906,interacts
CID000002662,CID000003488,C0029456
CID000003746,CID000054688,C0030319
CID000000444,CID000005394,C0438215
CID000003393,CID000004585,C0243026
CID000005039,CID000032797,C0022658
CID000002250,CID000087177,C0006325
CID000001978,CID000004679,C0497247
5971,3310,interacts
10645,10985,interacts
6755,5310,interacts
CID000001690,CID000005203,C0018800
CID000003878,CID000004691,C0002170
